"Inicio del informe","Fin del informe","Nombre de la campaña",Plataforma,Ubicación,"Plataforma de dispositivos","Entrega de la campaña","Presupuesto del conjunto de anuncios","Tipo de presupuesto del conjunto de anuncios","Importe gastado (COP)",Impresiones,Alcance,"Clics (todos)","Clics en el enlace","CTR único (porcentaje de clics en el enlace)","CPC (costo por clic en el enlace) (COP)",Resultados,"Indicador de resultado","Costo por resultados",Finalización,"Configuración de atribución","CPM (costo por mil impresiones) (COP)","ROAS (retorno de la inversión en publicidad) de compras",Frecuencia,Compras
2025-11-01,2026-03-20,"ADVTG - F2 - VENTAS - WHATSAPP - UNIREMINGTON - 31/10/25",Facebook,"Feed del perfil de Facebook","En la app",inactive,200000,Diario,5592,642,616,10,2,0.324675,2796.081074,1,actions:onsite_conversion.messaging_conversation_started_7d,5592.16214775,"En curso","7 días tras clic o 1 día tras visualización",8710.53294,,1.042208,
2025-11-01,2026-03-20,"ADVTG - F2 - VENTAS - WHATSAPP - UNIREMINGTON - 31/10/25",Facebook,"Facebook Reels","En la app",inactive,200000,Diario,190043,14538,8622,201,66,0.626305,2879.431976,26,actions:onsite_conversion.messaging_conversation_started_7d,7309.32732249,"En curso","7 días tras clic o 1 día tras visualización",13072.122052,,1.686152,
2025-11-01,2026-03-20,"ADVTG - F2 - VENTAS - WHATSAPP - UNIREMINGTON - 31/10/25",Facebook,"Facebook Stories","En la app",inactive,200000,Diario,92095,5937,3986,63,56,1.379829,1644.547685,8,actions:onsite_conversion.messaging_conversation_started_7d,11511.83379181,"En curso","7 días tras clic o 1 día tras visualización",15511.987592,,1.489463,
2025-11-01,2026-03-20,"ADVTG - F2 - VENTAS - WHATSAPP - UNIREMINGTON - 31/10/25",Facebook,Feed,"En la app",inactive,200000,Diario,1027396,79899,37520,2596,297,0.743603,3459.245084,178,actions:onsite_conversion.messaging_conversation_started_7d,5771.88646007,"En curso","7 días tras clic o 1 día tras visualización",12858.681459,,2.129504,
2025-11-01,2026-03-20,"ADVTG - F2 - VENTAS - WHATSAPP - UNIREMINGTON - 31/10/25",Facebook,Feed,"Web móvil",inactive,200000,Diario,7388,579,315,8,,0,,,,,"En curso","7 días tras clic o 1 día tras visualización",12760.300907,,1.838095,
2025-11-01,2026-03-20,"ADVTG - F2 - VENTAS - WHATSAPP - UNIREMINGTON - 31/10/25",Facebook,Marketplace,"En la app",inactive,200000,Diario,2767,424,279,1,1,0.358423,2767.080233,,,,"En curso","7 días tras clic o 1 día tras visualización",6526.132625,,1.519713,
2025-11-01,2026-03-20,"ADVTG - F2 - VENTAS - WHATSAPP - UNIREMINGTON - 31/10/25",Facebook,"Resultados de búsqueda","En la app",inactive,200000,Diario,5110,337,303,10,4,1.320132,1277.537043,,,,"En curso","7 días tras clic o 1 día tras visualización",15163.644426,,1.112211,
2025-11-01,2026-03-20,"ADVTG - F2 - VENTAS - WHATSAPP - UNIREMINGTON - 31/10/25",Instagram,Feed,"En la app",inactive,200000,Diario,524939,22007,11527,171,111,0.91958,4729.18217,84,actions:onsite_conversion.messaging_conversation_started_7d,6249.27643922,"En curso","7 días tras clic o 1 día tras visualización",23853.283996,,1.90917,
2025-11-01,2026-03-20,"ADVTG - F2 - VENTAS - WHATSAPP - UNIREMINGTON - 31/10/25",Instagram,Explorar,"En la app",inactive,200000,Diario,1484,97,77,0,,0,,,,,"En curso","7 días tras clic o 1 día tras visualización",15299.412687,,1.25974,
2025-11-01,2026-03-20,"ADVTG - F2 - VENTAS - WHATSAPP - UNIREMINGTON - 31/10/25",Instagram,"Inicio de la sección ""Explorar""","En la app",inactive,200000,Diario,459,175,165,0,,0,,1,actions:onsite_conversion.messaging_conversation_started_7d,459.01330934,"En curso","7 días tras clic o 1 día tras visualización",2622.933196,,1.060606,
2025-11-01,2026-03-20,"ADVTG - F2 - VENTAS - WHATSAPP - UNIREMINGTON - 31/10/25",Instagram,"Instagram Reels","En la app",inactive,200000,Diario,122815,5436,3914,59,33,0.817578,3721.653366,22,actions:onsite_conversion.messaging_conversation_started_7d,5582.48004883,"En curso","7 días tras clic o 1 día tras visualización",22592.818446,,1.388861,
2025-11-01,2026-03-20,"ADVTG - F2 - VENTAS - WHATSAPP - UNIREMINGTON - 31/10/25",Instagram,"Instagram Stories","En la app",inactive,200000,Diario,123665,6576,4064,70,54,1.279528,2290.084921,18,actions:onsite_conversion.messaging_conversation_started_7d,6870.25476229,"En curso","7 días tras clic o 1 día tras visualización",18805.441868,,1.61811,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO - GRUPO EFFI -  PRENDAS CONTROL - IMG - 31/10/25","Audience Network","Nativo, banner e intersticial","En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,1193,53,30,3,3,6.666667,397.683469,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",22510.385052,,1.766667,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO - GRUPO EFFI -  PRENDAS CONTROL - IMG - 31/10/25","Audience Network","Video con premio","En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,149,1,1,1,1,100,149.006296,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",149006.295686,,1,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO - GRUPO EFFI -  PRENDAS CONTROL - IMG - 31/10/25",Facebook,"Notificaciones de Facebook","En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,8,3,3,0,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",2666.779341,,1,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO - GRUPO EFFI -  PRENDAS CONTROL - IMG - 31/10/25",Facebook,"Feed del perfil de Facebook","En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,235,35,34,0,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",6714.569413,,1.029412,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO - GRUPO EFFI -  PRENDAS CONTROL - IMG - 31/10/25",Facebook,"Facebook Reels","En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,5881,692,344,13,7,2.034884,840.178356,4,actions:offsite_conversion.fb_pixel_complete_registration,1470.31212236,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",8498.914002,,2.011628,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO - GRUPO EFFI -  PRENDAS CONTROL - IMG - 31/10/25",Facebook,"Anuncios en Facebook Reels","En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,64,31,20,0,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",2064.603361,,1.55,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO - GRUPO EFFI -  PRENDAS CONTROL - IMG - 31/10/25",Facebook,"Facebook Stories","En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,2693,342,248,4,3,1.209677,897.704596,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",7874.601717,,1.379032,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO - GRUPO EFFI -  PRENDAS CONTROL - IMG - 31/10/25",Facebook,Feed,Computadora,inactive,"Con el presupuesto del conjunto de anuncios",0,2313,136,93,3,2,1.075269,1156.548866,2,actions:offsite_conversion.fb_pixel_complete_registration,1156.54886551,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",17008.071552,,1.462366,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO - GRUPO EFFI -  PRENDAS CONTROL - IMG - 31/10/25",Facebook,Feed,"En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,34555,3802,2043,111,28,1.223691,1234.123572,15,actions:offsite_conversion.fb_pixel_complete_registration,2303.69733384,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",9088.75855,,1.860989,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO - GRUPO EFFI -  PRENDAS CONTROL - IMG - 31/10/25",Facebook,Feed,"Web móvil",inactive,"Con el presupuesto del conjunto de anuncios",0,412,51,30,2,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",8078.77271,,1.7,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO - GRUPO EFFI -  PRENDAS CONTROL - IMG - 31/10/25",Facebook,"Reels instream","En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,153,29,24,1,1,4.166667,153.006465,1,actions:offsite_conversion.fb_pixel_complete_registration,153.0064647,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",5276.08499,,1.208333,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO - GRUPO EFFI -  PRENDAS CONTROL - IMG - 31/10/25",Facebook,Marketplace,"En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,33,11,8,0,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",3000.126759,,1.375,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO - GRUPO EFFI -  PRENDAS CONTROL - IMG - 31/10/25",Facebook,"Columna derecha",Computadora,inactive,"Con el presupuesto del conjunto de anuncios",0,111,81,41,0,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",1370.428273,,1.97561,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO - GRUPO EFFI -  PRENDAS CONTROL - IMG - 31/10/25",Facebook,"Resultados de búsqueda","En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,3,3,3,1,1,33.333333,3.000127,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",1000.042253,,1,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO - GRUPO EFFI -  PRENDAS CONTROL - IMG - 31/10/25",Instagram,Feed,Computadora,inactive,"Con el presupuesto del conjunto de anuncios",0,491,43,40,0,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",11419.087121,,1.075,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO - GRUPO EFFI -  PRENDAS CONTROL - IMG - 31/10/25",Instagram,Feed,"En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,46693,2839,1582,28,21,1.264223,2223.474897,10,actions:offsite_conversion.fb_pixel_complete_registration,4669.29728314,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",16446.978806,,1.794564,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO - GRUPO EFFI -  PRENDAS CONTROL - IMG - 31/10/25",Instagram,Feed,"Web móvil",inactive,"Con el presupuesto del conjunto de anuncios",0,71,16,10,0,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",4437.687497,,1.6,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO - GRUPO EFFI -  PRENDAS CONTROL - IMG - 31/10/25",Instagram,Explorar,"En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,96,9,9,0,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",10667.117365,,1,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO - GRUPO EFFI -  PRENDAS CONTROL - IMG - 31/10/25",Instagram,"Inicio de la sección ""Explorar""","En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,1,3,3,0,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",333.347418,,1,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO - GRUPO EFFI -  PRENDAS CONTROL - IMG - 31/10/25",Instagram,"Instagram Reels","En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,9144,604,418,8,6,1.435407,1524.064393,1,actions:offsite_conversion.fb_pixel_complete_registration,9144.38636076,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",15139.712518,,1.444976,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO - GRUPO EFFI -  PRENDAS CONTROL - IMG - 31/10/25",Instagram,"Resultados de búsqueda de Instagram","En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,3,2,2,0,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",1500.063379,,1,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO - GRUPO EFFI -  PRENDAS CONTROL - IMG - 31/10/25",Instagram,"Instagram Stories","En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,60805,4181,1721,40,36,1.801278,1689.015807,15,actions:offsite_conversion.fb_pixel_complete_registration,4053.63793749,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",14543.06842,,2.429402,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO - GRUPO EFFI -  PRENDAS CONTROL - IMG - 31/10/25",Messenger,"Bandeja de entrada de Messenger","En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,12,99,95,0,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",121.217243,,1.042105,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO - GRUPO EFFI -  PRENDAS CONTROL - IMG - 31/10/25",Messenger,"Messenger Stories","En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,0,1,1,0,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,,1,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO - GRUPO EFFI -  PRENDAS CONTROL - IMG - 31/10/25",Threads,"Feed de Threads","En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,556,185,179,1,1,0.558659,556.023493,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",3005.532393,,1.03352,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  PAOLA SANCHEZ - IMG - 06/11/25","Audience Network","Nativo, banner e intersticial","En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,724,59,41,7,7,17.073171,103.443892,1,actions:offsite_conversion.fb_pixel_complete_registration,724.10724188,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",12273.0041,,1.439024,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  PAOLA SANCHEZ - IMG - 06/11/25",Facebook,"Notificaciones de Facebook","En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,15,4,4,0,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",3750.555466,,1,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  PAOLA SANCHEZ - IMG - 06/11/25",Facebook,"Feed del perfil de Facebook","En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,116,21,21,1,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",5524.627733,,1,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  PAOLA SANCHEZ - IMG - 06/11/25",Facebook,"Facebook Reels","En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,5014,635,321,11,9,2.803738,557.082505,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",7895.657553,,1.978193,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  PAOLA SANCHEZ - IMG - 06/11/25",Facebook,"Anuncios en Facebook Reels","En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,108,65,41,0,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",1661.784576,,1.585366,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  PAOLA SANCHEZ - IMG - 06/11/25",Facebook,"Facebook Stories","En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,4396,326,225,6,6,2.666667,732.608501,2,actions:offsite_conversion.fb_pixel_complete_registration,2197.82550281,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",13483.592042,,1.448889,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  PAOLA SANCHEZ - IMG - 06/11/25",Facebook,Feed,Computadora,inactive,"Con el presupuesto del conjunto de anuncios",0,4116,181,113,8,3,2.654867,1371.869844,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",22738.174204,,1.60177,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  PAOLA SANCHEZ - IMG - 06/11/25",Facebook,Feed,"En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,37642,3697,1971,78,23,1.116185,1636.590209,9,actions:offsite_conversion.fb_pixel_complete_registration,4182.39720004,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",10181.65399,,1.875698,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  PAOLA SANCHEZ - IMG - 06/11/25",Facebook,Feed,"Web móvil",inactive,"Con el presupuesto del conjunto de anuncios",0,391,37,22,1,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",10569.132879,,1.681818,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  PAOLA SANCHEZ - IMG - 06/11/25",Facebook,"Reels instream","En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,162,62,36,0,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",2613.29026,,1.722222,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  PAOLA SANCHEZ - IMG - 06/11/25",Facebook,Marketplace,Computadora,inactive,"Con el presupuesto del conjunto de anuncios",0,30,5,4,0,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",6000.888745,,1.25,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  PAOLA SANCHEZ - IMG - 06/11/25",Facebook,Marketplace,"En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,111,31,16,0,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",3581.175541,,1.9375,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  PAOLA SANCHEZ - IMG - 06/11/25",Facebook,"Columna derecha",Computadora,inactive,"Con el presupuesto del conjunto de anuncios",0,322,227,77,0,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",1418.712317,,2.948052,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  PAOLA SANCHEZ - IMG - 06/11/25",Facebook,"Resultados de búsqueda","En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,2,2,1,0,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",1000.148124,,2,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  PAOLA SANCHEZ - IMG - 06/11/25",Instagram,Feed,Computadora,inactive,"Con el presupuesto del conjunto de anuncios",0,704,58,50,0,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",12139.728955,,1.16,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  PAOLA SANCHEZ - IMG - 06/11/25",Instagram,Feed,"En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,65383,3745,2047,40,36,1.612115,1816.185648,20,actions:offsite_conversion.fb_pixel_complete_registration,3269.13416599,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",17458.660433,,1.829507,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  PAOLA SANCHEZ - IMG - 06/11/25",Instagram,Feed,"Web móvil",inactive,"Con el presupuesto del conjunto de anuncios",0,402,36,26,0,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",11168.32072,,1.384615,
2025-11-01,2026-03-20,"F2 - VENTAS - REGISTRO -GRUPO EFFI -  PAOLA SANCHEZ - IMG - 06/11/25",Instagram,Explorar,"En la app",inactive,"Con el presupuesto del conjunto de anuncios",0,169,21,17,0,,0,,,,,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",8048.811094,,1.235294,
